"","X","tss","roc"
"1",1,"0.60715",0.871165625
"2",32,"LQ",3
"3",3,"-13.99",23.068
"4",4,"-20.792",33.857
"5",5,"-6.418",9.625
"6",6,"-9.759",19.004
"7",7,"-13.241",20.049
"8",8,"-18.678",27.936
"9",9,"-4.321",16.633
"10",10,"-7.116",23.479
"11",11,"-10.578",19.987
"12",12,"-14.76",28.854
"13",13,"-10.19",10.191
"14",14,"-17.928",21.728
"15",15,"-12.169",20.498
"16",16,"-23.281",33.868
"17",17,"-7.225",22.601
"18",18,"-11.625",29.682
"19",19,"-12.615",29.343
"20",20,"-19.827",46.151
