"","X","tss","roc"
"1",1,"0.9617",0.987785
"2",26,"LQ",2.5
"3",3,"-88.243",-61.249
"4",4,"-92.412",-45.518
"5",5,"-70.202",-4.21
"6",6,"-74.843",31.882
"7",7,"-88.982",-3.943
"8",8,"-93.49",8.769
"9",9,"-49.564",-32.252
"10",10,"-75.326",-51.309
"11",11,"-73.786",-46.647
"12",12,"-89.609",-49.44
"13",13,"-87.083",-73.776
"14",14,"-90.625",-53.301
"15",15,"-89.496",-72.441
"16",16,"-92.535",-58.456
"17",17,"-76.979",-30.362
"18",18,"-91.632",-45.898
"19",19,"-91.827",-45.22
"20",20,"-95.359",-41.226
