"","X","tss","roc"
"1",1,"0.842965217391304",0.967578260869565
"2",20,"LQ",2
"3",3,"-19.918",56.705
"4",4,"-26.509",109.757
"5",5,"-11.999",29.725
"6",6,"-11.504",40.247
"7",7,"-13.57",58.829
"8",8,"-22.706",60.114
"9",9,"-5.03",15.257
"10",10,"-9.841",19.414
"11",11,"-10.118",27.761
"12",12,"-16.038",32.639
"13",13,"-13.729",35.377
"14",14,"-23.226",89.353
"15",15,"-18.734",47.519
"16",16,"-26.476",148.165
"17",17,"-8.473",28.777
"18",18,"-14.35",53.875
"19",19,"-17.567",47.888
"20",201,"-26.744",81.77
