"","X","tss","roc"
"1",1,"0.958",0.992383333333333
"2",29,"LQHP",2.5
"3",3,"-52.625",47.414
"4",4,"-91.157",13.987
"5",5,"-21.443",17.705
"6",6,"-35.796",39.014
"7",7,"-45.709",41.325
"8",8,"-55.746",47.914
"9",9,"-10.5",26.712
"10",10,"-16.029",50.438
"11",11,"-19.863",42.559
"12",12,"-28.35",67.672
"13",13,"-29.053",32.116
"14",14,"-75.33",30.373
"15",15,"-52.047",36.085
"16",16,"-95",36.567
"17",17,"-31.876",34.37
"18",18,"-52.269",52.201
"19",19,"-56.96",43.724
"20",20,"-82.921",62.72
