"","X","tss","roc"
"1",1,"0.813762595419847",0.95775
"2",40,"LQH",3.5
"3",3,"-21.331",75.891
"4",4,"-26.92",101.238
"5",5,"-15.894",40.502
"6",6,"-20.051",41.288
"7",7,"-17.819",47.907
"8",8,"-24.778",72.078
"9",9,"-10.211",31.849
"10",10,"-12.961",46.42
"11",11,"-14.015",47.394
"12",12,"-20.413",67.421
"13",13,"-16.619",53.204
"14",14,"-19.42",85.801
"15",15,"-17.429",75.919
"16",16,"-22.683",121.167
"17",17,"-18.497",57.577
"18",18,"-21.708",78.217
"19",19,"-22.447",80.024
"20",20,"-28.294",115.696
