"","X","tss","roc"
"1",1,"0.845345454545455",0.953515909090909
"2",38,"LQ",3.5
"3",3,"-9.093",-2.337
"4",4,"-13.639",-4.947
"5",5,"-6.824",1.907
"6",6,"-9.22",-3.373
"7",7,"-10.393",-6.864
"8",8,"-14.206",-10.246
"9",9,"-5.72",-1.427
"10",10,"-12.407",-7.411
"11",11,"-13.874",-7.362
"12",12,"-18.117",-9.816
"13",13,"-11.478",-6.384
"14",14,"-13.551",-8.838
"15",15,"-11.068",-1.828
"16",16,"-14.226",-3.334
"17",17,"-8.291",-3.402
"18",18,"-10.716",-5.436
"19",19,"-11.234",-4.566
"20",20,"-15.037",-8.086
