"","X","tss","roc"
"1",1,"0.625354658385093",0.884667391304348
"2",34,"LQH",3
"3",3,"-40.031",-38.911
"4",4,"-67.557",-66.59
"5",5,"-18.702",-17.496
"6",6,"-28.509",-26.904
"7",7,"-32.056",-30.188
"8",8,"-52.128",-50.292
"9",9,"-15.953",-14.478
"10",10,"-27.013",-25.389
"11",11,"-29.069",-27.209
"12",12,"-51.145",-49.951
"13",13,"-19.575",-18.169
"14",14,"-48.123",-47.308
"15",15,"-37.294",-36.022
"16",16,"-69.581",-69.142
"17",17,"-29.581",-28.524
"18",18,"-49.027",-48.135
"19",19,"-53.067",-51.768
"20",20,"-76.08",-75.712
