"","X","tss","roc"
"1",1,"0.7673",0.947717391304348
"2",40,"LQH",3.5
"3",3,"-11.144",37.525
"4",4,"-11.531",59.318
"5",5,"-8.432",21.475
"6",6,"-10.102",35.782
"7",7,"-9.754",46.741
"8",8,"-12.33",61.489
"9",9,"-4.123",24.758
"10",10,"-5.059",35.598
"11",11,"-6.253",34.305
"12",12,"-9.219",56.497
"13",13,"-9.372",22.772
"14",14,"-12.079",41.787
"15",15,"-9.764",34.265
"16",16,"-10.747",68.895
"17",17,"-7.228",36.922
"18",18,"-8.407",53.596
"19",19,"-9.635",57.306
"20",20,"-11.101",77.258
