"","X","tss","roc"
"1",1,"0.802017391304348",0.956156086956522
"2",46,"LQH",4
"3",3,"-52.449",-51.762
"4",4,"-68.308",-67.701
"5",5,"-20.539",-17.767
"6",6,"-32.029",-29.138
"7",7,"-34.128",-32.227
"8",8,"-52.772",-51.439
"9",9,"-27.574",-26.868
"10",10,"-36.444",-35.85
"11",11,"-41.678",-41.13
"12",12,"-58.25",-57.616
"13",13,"-25.165",-20.723
"14",14,"-43.473",-42.489
"15",15,"-37.632",-35.771
"16",16,"-65.523",-65.16
"17",17,"-39.751",-39.018
"18",18,"-51.855",-51.538
"19",19,"-56.131",-55.649
"20",20,"-78.874",-78.59
