"","X","tss","roc"
"1",1,"0.9708",0.98816875
"2",48,"LQHPT",4
"3",3,"-14.939",30.145
"4",4,"-14.558",42.797
"5",5,"-21.151",-9.642
"6",6,"-8.994",14.177
"7",7,"-17.188",3.087
"8",8,"-18.216",11.509
"9",9,"-7.851",1.143
"10",10,"-16.159",0.076
"11",11,"-14.482",10.366
"12",12,"-24.848",-2.896
"13",13,"-11.09",11.052
"14",14,"-12.271",44.512
"15",15,"-9.604",39.329
"16",16,"-16.463",42.912
"17",17,"-18.559",-6.822
"18",18,"-16.997",9.604
"19",19,"-14.672",16.997
"20",20,"-25.8",11.395
