"","X","tss","roc"
"1",1,"0.9667",0.991403333333333
"2",2,"L",0.5
"3",3,"-21.977",-14.813
"4",4,"-32.456",-24.521
"5",5,"-2.812",5.069
"6",6,"-5.553",3.242
"7",7,"-5.785",4.138
"8",8,"-12.484",-4.012
"9",9,"-2.705",-0.054
"10",10,"-3.923",0.537
"11",11,"-3.224",1.236
"12",12,"-5.839",0.878
"13",13,"-27.064",-21.655
"14",14,"-25.434",-18.735
"15",15,"-27.351",-20.294
"16",16,"-38.331",-27.458
"17",17,"-21.261",-19.882
"18",18,"-30.629",-27.226
"19",19,"-28.049",-23.769
"20",20,"-43.597",-38.922
