"","X","tss","roc"
"1",1,"0.680415384615385",0.883978846153846
"2",13,"L",1.5
"3",3,"-0.963",61.21
"4",4,"-0.332",114.058
"5",5,"-0.554",40.095
"6",6,"-0.388",60.907
"7",7,"-0.736",69.759
"8",8,"-0.3",111.885
"9",9,"-0.674",31.181
"10",10,"-1.142",45.529
"11",11,"-0.503",59.821
"12",12,"-0.609",98.348
"13",131,"-4.138",23.09
"14",14,"-0.863",75.364
"15",15,"-2.491",45.001
"16",16,"-0.506",103.016
"17",17,"-0.313",62.852
"18",18,"-0.31",87.7
"19",19,"-0.153",95.193
"20",20,"-0.012",149.62
