"","X","tss","roc"
"1",1,"0.774733333333333",0.928966666666667
"2",34,"LQH",3
"3",3,"-10.25",31.775
"4",4,"-12.772",48.175
"5",5,"-4.99",21.79
"6",6,"-7.541",31.055
"7",7,"-8.552",32.255
"8",8,"-11.64",45.812
"9",9,"-4.329",16.448
"10",10,"-6.34",25.708
"11",11,"-7.409",24.079
"12",12,"-11.355",31.775
"13",13,"-5.057",16.056
"14",14,"-9.894",32.008
"15",15,"-6.739",24.172
"16",16,"-10.485",43.357
"17",17,"-5.175",29.918
"18",18,"-8.674",36.604
"19",19,"-7.509",40.439
"20",20,"-12.679",60.63
