"","X","tss","roc"
"1",1,"0.77016993006993",0.937077972027972
"2",28,"LQH",2.5
"3",3,"-22.36",43.109
"4",4,"-28.519",52.689
"5",5,"-11.955",16.887
"6",6,"-13.653",39.259
"7",7,"-17.762",36.098
"8",8,"-25.367",34.261
"9",9,"-6.24",32.699
"10",10,"-10.698",50.537
"11",11,"-13.062",46.393
"12",12,"-19.286",56.975
"13",13,"-13.585",46.682
"14",14,"-29.811",43.657
"15",15,"-23.214",58.405
"16",16,"-33.871",54.101
"17",17,"-10.33",47.21
"18",18,"-20.757",58.588
"19",19,"-19.937",59.265
"20",20,"-32.054",58.788
