"","X","tss","roc"
"1",1,"0.942",0.995639912280702
"2",38,"LQ",3.5
"3",3,"-30.953",27.011
"4",4,"-55.657",32.57
"5",5,"-14.381",44.635
"6",6,"-16.392",56.185
"7",7,"-25.866",55.523
"8",8,"-31.343",81.449
"9",9,"-15.349",21.4
"10",10,"-19.955",33.483
"11",11,"-18.653",41.373
"12",12,"-33.715",32.89
"13",13,"-28.98",-10.855
"14",14,"-52.835",-10.003
"15",15,"-43.921",-15.447
"16",16,"-70.302",-21.192
"17",17,"-20.103",28.651
"18",18,"-26.872",37.917
"19",19,"-27.474",43.708
"20",20,"-53.632",40.822
