"","X","tss","roc"
"1",1,"0.755559183673469",0.924682653061224
"2",24,"LQHPT",2
"3",3,"-22.602",14.833
"4",4,"-21.949",19.772
"5",5,"-13.871",12.247
"6",6,"-9.685",25.54
"7",7,"-8.312",33.986
"8",8,"-4.077",42.943
"9",9,"-3.097",18.718
"10",10,"-6.998",14.582
"11",11,"-5.299",16.876
"12",12,"-8.346",26.427
"13",13,"-20.752",0.519
"14",14,"-25.707",-1.708
"15",15,"-15.846",9.702
"16",16,"-15.043",25.816
"17",17,"-3.022",27.834
"18",18,"-5.918",26.159
"19",19,"-3.005",36.205
"20",20,"-3.968",45.547
