"","X","tss","roc"
"1",1,"0.830921739130435",0.943639130434783
"2",21,"H",2
"3",3,"-11.432",35.506
"4",4,"-10.224",59.854
"5",5,"-5.227",20.632
"6",6,"-7.387",20.668
"7",7,"-15.13",26.078
"8",8,"-10.645",47.588
"9",9,"-1.913",21.236
"10",10,"-6.444",20.915
"11",11,"-7.112",23.652
"12",12,"-8.11",44.183
"13",13,"-16.238",7.506
"14",14,"-23.378",6.49
"15",15,"-17.007",10.352
"16",16,"-27.954",25.593
"17",17,"-4.412",38.462
"18",18,"-10.691",42.838
"19",19,"-8.458",47.451
"20",20,"-15.35",65.776
