"","X","tss","roc"
"1",1,"0.799576923076923",0.965803846153846
"2",20,"LQ",2
"3",3,"-11.893",5.006
"4",4,"-30.613",-16.808
"5",5,"-25.394",-17.385
"6",6,"-17.354",5.249
"7",7,"-28.095",-8.859
"8",8,"-30.37",-14.472
"9",9,"-10.467",-5.218
"10",10,"-10.619",-5.036
"11",11,"-8.586",0.243
"12",12,"-16.019",-11.438
"13",13,"-14.229",6.038
"14",14,"-28.095",-19.417
"15",15,"-11.863",12.348
"16",16,"-29.46",-11.195
"17",17,"-17.294",-7.282
"18",18,"-18.083",-7.282
"19",19,"-21.025",-7.16
"20",201,"-26.729",-9.618
