"","X","tss","roc"
"1",1,"0.7034",0.9033375
"2",41,"LQHP",3.5
"3",3,"-16.639",18.718
"4",4,"-21.593",26.486
"5",5,"-11.672",2.593
"6",6,"-10.542",15.573
"7",7,"-15.215",10.36
"8",8,"-16.079",20.255
"9",9,"-5.164",12.525
"10",10,"-7.114",21.409
"11",11,"-8.768",20.644
"12",12,"-9.212",31.64
"13",13,"-16.241",2.699
"14",14,"-21.097",16.254
"15",15,"-17.228",12.816
"16",16,"-21.095",28.461
"17",17,"-9.999",14.939
"18",18,"-13.373",23.033
"19",19,"-14.724",21.765
"20",20,"-20.38",37.505
