"","X","tss","roc"
"1",1,"0.906366666666667",0.970661666666667
"2",26,"LQ",2.5
"3",3,"-58.044",-33.913
"4",4,"-81.85",-46.672
"5",5,"-29.495",13.227
"6",6,"-30.94",26.036
"7",7,"-54.63",-5.724
"8",8,"-59.962",7.476
"9",9,"-25.054",-1.964
"10",10,"-36.611",-10.444
"11",11,"-41.011",-13.867
"12",12,"-55.202",-23.036
"13",13,"-58.246",-43.064
"14",14,"-74.207",-47.388
"15",15,"-74.086",-57.647
"16",16,"-80.076",-55.121
"17",17,"-41.128",-5.936
"18",18,"-66.758",-30.684
"19",19,"-68.443",-33.706
"20",20,"-80.846",-35.444
