"","X","tss","roc"
"1",1,"0.768883882783883",0.939734065934066
"2",30,"LQHPT",2.5
"3",3,"-43.093",-23.472
"4",4,"-56.115",-37.984
"5",5,"-26.837",-12.538
"6",6,"-35.939",-18.098
"7",7,"-41.177",-25.112
"8",8,"-52.141",-34.252
"9",9,"-23.916",-13.433
"10",10,"-34.055",-20.168
"11",11,"-37.795",-24.95
"12",12,"-50.456",-34.393
"13",13,"-27.658",-4.002
"14",14,"-48.542",-29.509
"15",15,"-42.088",-23.951
"16",16,"-54.383",-35.742
"17",17,"-32.561",-16.088
"18",18,"-44.673",-28.215
"19",19,"-49.382",-33.372
"20",20,"-61.478",-44.413
