"","X","tss","roc"
"1",1,"0.9556",0.996841935483871
"2",30,"LQHPT",2.5
"3",3,"-48.833",35.668
"4",4,"-78.312",0.178
"5",5,"-32.246",20.516
"6",6,"-45.607",38.022
"7",7,"-54.796",24.332
"8",8,"-65.748",52.283
"9",9,"-22.063",12.724
"10",10,"-25.176",44.754
"11",11,"-29.264",24.313
"12",12,"-42.11",49.489
"13",13,"-35.434",36.024
"14",14,"-64.351",9.808
"15",15,"-57.59",15.04
"16",16,"-85.541",27.801
"17",17,"-32.096",31.842
"18",18,"-49.339",44.369
"19",19,"-51.317",37.975
"20",20,"-80.291",20.056
