"","X","tss","roc"
"1",1,"0.678217948717949",0.904887179487179
"2",47,"LQHP",4
"3",3,"-50.811",-50.738
"4",4,"-67.444",-67.376
"5",5,"-29.193",-28.557
"6",6,"-40.348",-40.054
"7",7,"-41.011",-40.987
"8",8,"-56.253",-56.181
"9",9,"-25.403",-25.319
"10",10,"-37.52",-37.463
"11",11,"-39.286",-39.253
"12",12,"-56.611",-56.611
"13",13,"-28.292",-27.97
"14",14,"-49.218",-49.153
"15",15,"-43.606",-43.151
"16",16,"-66.016",-65.912
"17",17,"-39.406",-39.193
"18",18,"-52.11",-52.05
"19",19,"-54.588",-54.491
"20",20,"-74.448",-74.287
