"","X","tss","roc"
"1",1,"0.9493",0.990861363636364
"2",46,"LQH",4
"3",3,"-19.135",17.222
"4",4,"-40.397",-27.711
"5",5,"-33.877",-11.127
"6",6,"-38.838",-24.876
"7",7,"-35.719",-2.764
"8",8,"-44.011",-25.656
"9",9,"-12.757",-4.465
"10",10,"-15.025",10.206
"11",11,"-13.678",19.419
"12",12,"-17.718",-1.205
"13",13,"-25.939",-0.071
"14",14,"-42.169",-26.931
"15",15,"-10.206",75.691
"16",16,"-42.736",-23.033
"17",17,"-33.31",-22.254
"18",18,"-32.672",-20.624
"19",19,"-19.561",-0.78
"20",20,"-37.208",-18.001
