"","X","tss","roc"
"1",1,"0.554865573770492",0.83695368852459
"2",44,"LQ",4
"3",3,"-42.688",-41.32
"4",4,"-58.606",-58.102
"5",5,"-25.179",-22.492
"6",6,"-38.586",-38.12
"7",7,"-40.928",-39.99
"8",8,"-56.009",-55.685
"9",9,"-24.772",-22.375
"10",10,"-38.289",-37.323
"11",11,"-41.034",-40.119
"12",12,"-55.661",-55.11
"13",13,"-28.19",-25.648
"14",14,"-44.648",-43.557
"15",15,"-37.561",-35.797
"16",16,"-56.647",-55.822
"17",17,"-31.182",-29.242
"18",18,"-45.184",-44.296
"19",19,"-48.528",-48.015
"20",20,"-62.114",-61.649
