"","X","tss","roc"
"1",1,"0.596690909090909",0.889195454545455
"2",26,"LQ",2.5
"3",3,"-27.362",-25.62
"4",4,"-36.585",-34.513
"5",5,"-14.364",-12.913
"6",6,"-24.118",-22.735
"7",7,"-23.035",-21.33
"8",8,"-26.184",-24.412
"9",9,"-13.614",-12.504
"10",10,"-22.322",-20.677
"11",11,"-20.596",-18.445
"12",12,"-30.787",-28.521
"13",13,"-26.852",-24.555
"14",14,"-34.837",-33.876
"15",15,"-29.906",-27.92
"16",16,"-34.392",-31.462
"17",17,"-28.245",-26.616
"18",18,"-34.487",-32.981
"19",19,"-36.742",-35.714
"20",20,"-41.881",-40.339
