"","X","tss","roc"
"1",1,"0.895",0.985773333333333
"2",21,"H",2
"3",3,"-71.726",-62.924
"4",4,"-84.427",-76.23
"5",5,"-35.381",-17.09
"6",6,"-36.72",-12.423
"7",7,"-63.28",-47.712
"8",8,"-67.846",-45.714
"9",9,"-39.51",-33.292
"10",10,"-42.507",-32.202
"11",11,"-52.461",-42.343
"12",12,"-66.022",-53.834
"13",13,"-63.309",-55.726
"14",14,"-74.785",-66.002
"15",15,"-74.444",-70.31
"16",16,"-83.299",-72.941
"17",17,"-56.346",-47.011
"18",18,"-73.455",-64.451
"19",19,"-72.917",-63.496
"20",20,"-84.581",-72.816
