"","X","tss","roc"
"1",1,"0.729537837837838",0.929590540540541
"2",34,"LQH",3
"3",3,"-0.569",178.303
"4",4,"-0.091",267.634
"5",5,"-0.956",58.42
"6",6,"-0.857",82.647
"7",7,"-2.179",89.57
"8",8,"-0.365",156.023
"9",9,"-0.71",51.708
"10",10,"-0.33",88.797
"11",11,"-0.457",93.414
"12",12,"-0.105",166.482
"13",13,"-1.413",73.004
"14",14,"-0.007",209.137
"15",15,"-0.155",154.583
"16",16,"0",262.996
"17",17,"-0.689",107.134
"18",18,"-0.091",194.272
"19",19,"-0.007",193.175
"20",20,"-0.014",293.639
