"","X","tss","roc"
"1",1,"0.9985",0.999709375
"2",23,"LQHP",2
"3",3,"-27.917",-20
"4",4,"-34.583",-32.917
"5",5,"-5.833",0.833
"6",6,"-12.917",-10.833
"7",7,"-22.5",-15.417
"8",8,"-3.333",-2.917
"9",9,"-5",-2.083
"10",10,"-2.917",4.583
"11",11,"-5.417",-1.667
"12",12,"-6.667",-4.583
"13",13,"-19.167",-10.833
"14",14,"-11.667",-11.667
"15",15,"-20.417",-15.417
"16",16,"-16.25",-14.583
"17",17,"-4.167",-1.25
"18",18,"-15.833",-8.333
"19",19,"-15",-13.333
"20",20,"-25.833",-22.917
