"","X","tss","roc"
"1",1,"0.9206",0.983995
"2",20,"LQ",2
"3",3,"-59.756",-14.422
"4",4,"-85.754",-41.609
"5",5,"-34.359",14.889
"6",6,"-43.15",12.543
"7",7,"-50.9",9.286
"8",8,"-62.388",13.621
"9",9,"-20.566",9.175
"10",10,"-33.906",5.77
"11",11,"-32.083",4.655
"12",12,"-50.738",3.04
"13",13,"-48.647",-32.689
"14",14,"-81.562",-47.485
"15",15,"-70.698",-52.552
"16",16,"-87.424",-59.043
"17",17,"-40.73",12.96
"18",18,"-70.138",-22.815
"19",19,"-76.088",-26.341
"20",201,"-88.114",-38.315
