"","X","tss","roc"
"1",1,"0.651527272727273",0.877370454545455
"2",32,"LQ",3
"3",3,"-7.173",6.75
"4",4,"-11.751",10.503
"5",5,"-7.374",-0.924
"6",6,"-10.515",-2.751
"7",7,"-8.376",-0.223
"8",8,"-14.057",3.531
"9",9,"-3.798",-0.524
"10",10,"-7.34",-2.005
"11",11,"-6.082",-1.359
"12",12,"-10.86",-2.874
"13",13,"-5.669",-0.178
"14",14,"-12.776",-5.903
"15",15,"-8.933",-1.793
"16",16,"-13.154",-3.018
"17",17,"-6.973",-2.851
"18",18,"-9.891",-1.259
"19",19,"-9.234",3.497
"20",20,"-15.003",1.916
