"","X","tss","roc"
"1",1,"0.680644827586207",0.892518965517241
"2",34,"LQH",3
"3",3,"-26.594",14.193
"4",4,"-35.824",13.649
"5",5,"-15.247",0.179
"6",6,"-18.319",5.343
"7",7,"-20.579",8.284
"8",8,"-29.378",3.279
"9",9,"-8.41",8.93
"10",10,"-12.519",19.024
"11",11,"-15.86",9.874
"12",12,"-23.29",10.831
"13",13,"-15.928",18.385
"14",14,"-29.995",8.363
"15",15,"-23.067",20.165
"16",16,"-35.775",21.904
"17",17,"-15.836",8.992
"18",18,"-23.352",16.994
"19",19,"-23.337",14.095
"20",20,"-37.016",17.708
