"","X","tss","roc"
"1",1,"0.781461904761905",0.925035714285714
"2",45,"H",4
"3",3,"-13.913",-10.84
"4",4,"-17.81",-15.033
"5",5,"-10.921",-9.031
"6",6,"-13.949",-12.354
"7",7,"-15.678",-14.549
"8",8,"-17.13",-15.185
"9",9,"-9.998",-8.493
"10",10,"-14.531",-12.659
"11",11,"-15.392",-13.94
"12",12,"-19.369",-17.81
"13",13,"-15.938",-12.068
"14",14,"-15.92",-14.522
"15",15,"-16.717",-15.06
"16",16,"-17.255",-13.421
"17",17,"-9.774",-6.173
"18",18,"-14.424",-13.17
"19",19,"-17.721",-16.153
"20",20,"-22.702",-20.095
