"","X","tss","roc"
"1",1,"0.876023076923077",0.974986153846154
"2",42,"LQHPT",3.5
"3",3,"-97.312",-63.978
"4",4,"-99.731",-76.613
"5",5,"-94.086",-56.452
"6",6,"-97.312",-66.667
"7",7,"-98.118",-67.473
"8",8,"-100",-80.645
"9",9,"-83.602",-41.398
"10",10,"-94.086",-51.882
"11",11,"-91.935",-46.774
"12",12,"-99.731",-77.688
"13",13,"-87.903",-43.28
"14",14,"-100",-70.699
"15",15,"-98.925",-60.753
"16",16,"-98.118",-77.151
"17",17,"-93.011",-50.538
"18",18,"-99.462",-69.892
"19",19,"-100",-76.075
"20",20,"-100",-77.957
