"","X","tss","roc"
"1",1,"0.967108641975309",0.997952469135802
"2",41,"LQHP",3.5
"3",3,"-3.323",110.918
"4",4,"-11.076",187.975
"5",5,"-2.057",62.658
"6",6,"-0.158",93.354
"7",7,"-0.316",124.684
"8",8,"-1.108",144.146
"9",9,"-0.475",74.684
"10",10,"-0.791",114.715
"11",11,"-0.475",121.044
"12",12,"-2.69",193.513
"13",13,"-0.791",67.88
"14",14,"-6.646",128.006
"15",15,"-1.582",112.025
"16",16,"-5.063",178.006
"17",17,"-1.266",98.418
"18",18,"-2.848",148.892
"19",19,"-3.481",144.937
"20",20,"-11.709",212.658
