"","X","tss","roc"
"1",1,"0.630157142857143",0.875603571428571
"2",25,"L",2.5
"3",3,"-12.083",18.886
"4",4,"-13.767",26.6
"5",5,"-11.58",0.166
"6",6,"-8.249",8.035
"7",7,"-10.693",14.145
"8",8,"-12.735",14.01
"9",9,"-2.696",17.323
"10",10,"-3.655",23.815
"11",11,"-4.325",26.874
"12",12,"-4.527",37.243
"13",13,"-9.707",16.292
"14",14,"-13.335",27.584
"15",15,"-11.264",23.625
"16",16,"-17.713",32.907
"17",17,"-3.986",30.965
"18",18,"-6.959",36.59
"19",19,"-7.27",36.076
"20",20,"-10.772",43.506
