"","X","tss","roc"
"1",1,"0.627187878787879",0.890754269972452
"2",30,"LQHPT",2.5
"3",3,"-17.781",5.091
"4",4,"-24.213",0.759
"5",5,"-13.892",-0.165
"6",6,"-18.344",-0.618
"7",7,"-20.536",-3.305
"8",8,"-24.68",0.43
"9",9,"-11.578",0.654
"10",10,"-17.028",-0.165
"11",11,"-17.596",-2.024
"12",12,"-21.575",1.667
"13",13,"-12.956",5.65
"14",14,"-20.511",-0.171
"15",15,"-19.643",0.492
"16",16,"-23.233",4.957
"17",17,"-14.79",5.735
"18",18,"-18.042",6.477
"19",19,"-20.089",5.179
"20",20,"-25.369",7.718
