"","X","tss","roc"
"1",1,"0.9797",0.997065517241379
"2",32,"LQ",3
"3",3,"-29.433",-17.433
"4",4,"-58.03",-49.313
"5",5,"-29.015",-14.09
"6",6,"-50.925",-48.179
"7",7,"-67.463",-65.612
"8",8,"-72",-54.507
"9",9,"-38.269",-37.552
"10",10,"-54.746",-53.254
"11",11,"-54.149",-52.716
"12",12,"-77.254",-77.254
"13",13,"-37.373",-33.791
"14",14,"-66.09",-64.179
"15",15,"-58.209",-57.075
"16",16,"-78.985",-76.239
"17",17,"-48",-46.269
"18",18,"-61.373",-55.224
"19",19,"-60.478",-56.06
"20",20,"-79.343",-62.209
