"","X","tss","roc"
"1",1,"0.8732",0.968964516129032
"2",34,"LQH",3
"3",3,"-13.643",52.718
"4",4,"-17.03",49.514
"5",5,"-7.63",38.185
"6",6,"-8.858",41.022
"7",7,"-10.687",53.615
"8",8,"-16.609",75.11
"9",9,"-3.614",32.148
"10",10,"-4.95",52.761
"11",11,"-9.067",33.397
"12",12,"-11.053",60.002
"13",13,"-9.542",36.99
"14",14,"-22.586",33.523
"15",15,"-13.349",35.432
"16",16,"-21.467",75.221
"17",17,"-8.226",44.086
"18",18,"-13.708",53.308
"19",19,"-14.061",43.787
"20",20,"-24.245",74.414
