"","X","tss","roc"
"1",1,"0.9842",0.999009615384615
"2",46,"LQH",4
"3",3,"-54.511",-50.916
"4",4,"-65.321",-55.813
"5",5,"-21.377",6.067
"6",6,"-18.465",42.091
"7",7,"-37.657",-1.434
"8",8,"-45.003",29.605
"9",9,"-23.891",-14.626
"10",10,"-31.37",-22.877
"11",11,"-30.068",-20.582
"12",12,"-45.842",-35.672
"13",13,"-53.386",-51.004
"14",14,"-62.608",-54.136
"15",15,"-60.821",-54.445
"16",16,"-70.439",-54.997
"17",17,"-35.804",-22.7
"18",18,"-50.783",-35.539
"19",19,"-47.121",-27.862
"20",20,"-69.049",-37.304
