"","X","tss","roc"
"1",1,"0.926452991452992",0.991916666666667
"2",28,"LQH",2.5
"3",3,"-34.418",16.574
"4",4,"-56.478",24.997
"5",5,"-14.246",6.335
"6",6,"-21.502",6.951
"7",7,"-28.524",3.605
"8",8,"-38.588",4.325
"9",9,"-11.231",4.909
"10",10,"-15.277",42.258
"11",11,"-16.502",29.62
"12",12,"-28.972",8.241
"13",13,"-22.838",11.004
"14",14,"-42.219",11.309
"15",15,"-32.065",17.371
"16",16,"-61.425",-6.38
"17",17,"-20.964",9.798
"18",18,"-31.293",18.675
"19",19,"-32.804",20.587
"20",20,"-58.3",-5.395
