"","X","tss","roc"
"1",1,"0.7502",0.926552
"2",13,"L",1.5
"3",3,"-2.185",67.837
"4",4,"-2.097",127.719
"5",5,"-2.296",21.759
"6",6,"-0.861",35.004
"7",7,"-1.052",50.11
"8",8,"-0.007",96.578
"9",9,"-0.007",30.066
"10",10,"0",60.147
"11",11,"-0.007",65.467
"12",12,"-0.007",118.506
"13",131,"-4.599",28.55
"14",14,"-3.819",87.572
"15",15,"-1.589",69.286
"16",16,"-0.979",136.181
"17",17,"-0.169",56.004
"18",18,"-0.052",104.945
"19",19,"-0.206",105.99
"20",20,"-0.537",199.676
