"","X","tss","roc"
"1",1,"0.711209677419355",0.920353225806452
"2",27,"H",2.5
"3",3,"-4.341",56.504
"4",4,"-5.531",89.211
"5",5,"-4.599",15.362
"6",6,"-4.913",33.618
"7",7,"-3.965",44.098
"8",8,"-3.363",68.364
"9",9,"-1.375",28.52
"10",10,"-0.994",48.131
"11",11,"-1.741",50.572
"12",12,"-0.891",85.225
"13",13,"-6.288",25.986
"14",14,"-4.074",68.756
"15",15,"-6.01",42.744
"16",16,"-3.96",92.497
"17",17,"-0.489",52.467
"18",18,"-1.571",79.22
"19",19,"-1.617",76.965
"20",20,"-1.674",128.69
