"","X","tss","roc"
"1",1,"0.86361724137931",0.961915517241379
"2",44,"LQ",4
"3",3,"-4.672",-1.691
"4",4,"-11.458",-10.457
"5",5,"-10.046",-9.767
"6",6,"-7.331",-5.262
"7",7,"-8.522",-7.276
"8",8,"-14.885",-13.372
"9",9,"-2.781",0.734
"10",10,"-4.105",-1.346
"11",11,"-6.753",-4.45
"12",12,"-11.737",-9.044
"13",13,"-6.797",-3.36
"14",14,"-18.868",-18.678
"15",15,"-8.777",-6.419
"16",16,"-20.469",-20.058
"17",17,"-10.235",-8.088
"18",18,"-12.593",-11.336
"19",19,"-13.884",-11.258
"20",20,"-23.073",-22.661
