"","X","tss","roc"
"1",1,"0.459745901639344",0.818905737704918
"2",40,"LQH",3.5
"3",3,"-25.766",-2.765
"4",4,"-37.588",-0.812
"5",5,"-11.685",0.598
"6",6,"-19.02",-1.661
"7",7,"-25.606",-8.996
"8",8,"-26.594",4.717
"9",9,"-18.031",-7.687
"10",10,"-25.109",-8.701
"11",11,"-25.958",-11.258
"12",12,"-33.248",-5.329
"13",13,"-18.126",-4.383
"14",14,"-24.452",2.636
"15",15,"-27.944",-8.234
"16",16,"-32.965",3.769
"17",17,"-19.76",-5.387
"18",18,"-30.273",-7.872
"19",19,"-28.916",-3.356
"20",20,"-35.478",6.647
