"","X","tss","roc"
"1",1,"0.935950785340314",0.995320680628272
"2",46,"LQH",4
"3",3,"-54.824",-23.309
"4",4,"-67.163",-31.539
"5",5,"-34.028",-7.182
"6",6,"-33.194",10.624
"7",7,"-52.894",-15.603
"8",8,"-55.181",-2.632
"9",9,"-25.715",-11.744
"10",10,"-36.374",-15.567
"11",11,"-40.472",-22.594
"12",12,"-55.538",-29.466
"13",13,"-49.452",-37.625
"14",14,"-61.684",-37.399
"15",15,"-57.801",-38.411
"16",16,"-66.198",-43.104
"17",17,"-43.342",-24.976
"18",18,"-56.467",-28.835
"19",19,"-53.478",-26.274
"20",20,"-68.711",-36.827
