"","X","tss","roc"
"1",1,"0.9774",0.997268
"2",34,"LQH",3
"3",3,"-22.222",-14.094
"4",4,"-38.07",-34.152
"5",5,"-43.099",-42.164
"6",6,"-41.696",-40.351
"7",7,"-50.234",-49.649
"8",8,"-56.491",-53.509
"9",9,"-19.181",-17.895
"10",10,"-26.959",-25.205
"11",11,"-29.708",-27.427
"12",12,"-43.86",-43.275
"13",13,"-25.906",-23.743
"14",14,"-49.24",-48.363
"15",15,"-39.123",-36.14
"16",16,"-42.515",-39.591
"17",17,"-23.86",-22.047
"18",18,"-29.24",-23.333
"19",19,"-31.871",-28.421
"20",20,"-40.526",-38.246
