"","X","tss","roc"
"1",1,"0.631211111111111",0.893947222222222
"2",34,"LQH",3
"3",3,"-14.554",15.124
"4",4,"-28.906",1.436
"5",5,"-5.599",27.807
"6",6,"-7.44",29.08
"7",7,"-10.286",25.368
"8",8,"-12.918",33.562
"9",9,"-3.717",14.694
"10",10,"-5.604",16.146
"11",11,"-7.374",11.756
"12",12,"-9.563",17.394
"13",13,"-12.443",11.854
"14",14,"-27.348",-1.518
"15",15,"-20.421",2.425
"16",16,"-28.539",3.224
"17",17,"-6.681",23.437
"18",18,"-12.695",18.239
"19",19,"-13.776",19.491
"20",20,"-25.164",16.352
