"","X","tss","roc"
"1",1,"0.942194117647059",0.993305882352941
"2",36,"LQHPT",3
"3",3,"-5.201",43.437
"4",4,"-3.56",72.724
"5",5,"-6.687",14.334
"6",6,"-11.084",16.842
"7",7,"-12.693",11.3
"8",8,"-11.61",31.3
"9",9,"-3.56",21.734
"10",10,"-3.56",34.644
"11",11,"-4.644",36.842
"12",12,"-5.913",63.406
"13",13,"-9.505",18.885
"14",14,"-8.05",44.985
"15",15,"-13.963",24.861
"16",16,"-18.607",44.954
"17",17,"-3.096",45.851
"18",18,"-6.842",56.533
"19",19,"-4.954",69.009
"20",20,"-11.641",77.523
