"","X","tss","roc"
"1",1,"0.937958974358974",0.995589743589744
"2",8,"LQ",1
"3",3,"-43.041",99.933
"4",4,"-61.089",145.809
"5",5,"-30.215",23.284
"6",6,"-46.59",29.858
"7",7,"-42.828",80.623
"8",81,"-51.881",116.609
"9",9,"-13.327",54.147
"10",10,"-18.071",117.145
"11",11,"-19.812",133.988
"12",12,"-31.678",125.751
"13",13,"-28.943",43.342
"14",14,"-50.943",82.308
"15",15,"-46.434",44.38
"16",16,"-68.267",75.901
"17",17,"-31.231",35.249
"18",18,"-38.118",103.683
"19",19,"-41.522",106.418
"20",20,"-57.127",123.384
