"","X","tss","roc"
"1",1,"0.497042857142857",0.815825
"2",26,"LQ",2.5
"3",3,"-0.3",103.033
"4",4,"-1.494",158.306
"5",5,"-0.17",41.003
"6",6,"-0.333",70.019
"7",7,"-0.659",76.945
"8",8,"-0.476",127.614
"9",9,"-0.541",33.712
"10",10,"-0.202",71.408
"11",11,"-0.385",67.723
"12",12,"-0.124",122.057
"13",13,"-1.252",54.549
"14",14,"-2.276",115.222
"15",15,"-2.217",82.789
"16",16,"-1.709",142.001
"17",17,"-0.111",70.534
"18",18,"-0.841",106.541
"19",19,"-0.307",113.031
"20",20,"-1.337",182.195
