"","X","tss","roc"
"1",1,"0.865685714285714",0.978141071428571
"2",36,"LQHPT",3
"3",3,"-27.004",85.563
"4",4,"-48.66",102.155
"5",5,"-8.256",43.289
"6",6,"-21.245",51.705
"7",7,"-23.378",53.815
"8",8,"-26.856",114.072
"9",9,"-12.875",38.043
"10",10,"-16.547",55.149
"11",11,"-12.841",56.62
"12",12,"-20.344",98.495
"13",13,"-26.845",14.129
"14",14,"-30.083",73.418
"15",15,"-31.281",31.269
"16",16,"-51.294",90.432
"17",17,"-14.654",55.194
"18",18,"-19.592",74.159
"19",19,"-19.706",75.048
"20",20,"-42.958",127.13
