"","X","tss","roc"
"1",1,"0.939219512195122",0.992284756097561
"2",48,"LQHPT",4
"3",3,"-47.195",-32.955
"4",4,"-62.251",-49.148
"5",5,"-38.849",-25.497
"6",6,"-32.955",-5.682
"7",7,"-45.49",-24.609
"8",8,"-54.972",-18.679
"9",9,"-28.871",-11.825
"10",10,"-36.328",-18.963
"11",11,"-38.21",-13.53
"12",12,"-48.509",-33.026
"13",13,"-41.974",-15.874
"14",14,"-49.183",-39.737
"15",15,"-44.425",-16.903
"16",16,"-48.58",-28.338
"17",17,"-47.514",-35.902
"18",18,"-44.922",-29.332
"19",19,"-54.901",-40.874
"20",20,"-63.956",-43.892
