"","X","tss","roc"
"1",1,"0.9494",0.983656
"2",44,"LQ",4
"3",3,"-45.013",52.483
"4",4,"-76.938",44.033
"5",5,"-11.455",40.832
"6",6,"-29.834",47.888
"7",7,"-45.862",29.639
"8",8,"-43.467",64.22
"9",9,"-16.725",30.64
"10",10,"-28.528",28.746
"11",11,"-22.888",36.106
"12",12,"-45.1",45.819
"13",13,"-45.078",-5.183
"14",14,"-66.333",24.804
"15",15,"-49.608",11.977
"16",16,"-83.319",6.773
"17",17,"-33.602",39.199
"18",18,"-44.403",62.936
"19",19,"-53.506",45.906
"20",20,"-85.758",55.749
