"","X","tss","roc"
"1",1,"0.7992",0.943734
"2",14,"LQ",1.5
"3",3,"-8.838",42.399
"4",4,"-12.976",49.855
"5",5,"-2.333",13.896
"6",6,"-3.461",17.315
"7",7,"-5.847",16.056
"8",8,"-9.491",41.016
"9",9,"-4.369",7.853
"10",10,"-7.758",9.218
"11",11,"-7.099",11.195
"12",12,"-14.46",20.965
"13",13,"-5.348",11.824
"14",141,"-12.263",22.093
"15",15,"-9.384",32.86
"16",16,"-18.454",69.912
"17",17,"-7.948",9.248
"18",18,"-11.741",20.039
"19",19,"-13.735",18.068
"20",20,"-19.297",98.362
