"","X","tss","roc"
"1",1,"0.920183333333333",0.983074479166667
"2",46,"LQH",4
"3",3,"-49.881",-45.414
"4",4,"-64.576",-47.392
"5",5,"-11.729",41.868
"6",6,"-13.263",67.405
"7",7,"-30.14",51.722
"8",8,"-29.56",99.864
"9",9,"-15.172",2.83
"10",10,"-27.105",-3.716
"11",11,"-24.275",-1.398
"12",12,"-41.562",-5.694
"13",13,"-54.483",-41.664
"14",14,"-66.792",-45.073
"15",15,"-68.224",-49.744
"16",16,"-78.725",-49.847
"17",17,"-36.175",0.443
"18",18,"-53.154",-6.853
"19",19,"-45.823",8.899
"20",20,"-79.884",-12.274
