"","X","tss","roc"
"1",1,"0.9815",0.996825757575758
"2",14,"LQ",1.5
"3",3,"-2.742",74.709
"4",4,"-0.137",142.563
"5",5,"-3.907",24.058
"6",6,"-3.77",36.326
"7",7,"-0.754",75.257
"8",8,"-0.617",80.877
"9",9,"0",51.542
"10",10,"0",84.647
"11",11,"-0.411",87.457
"12",12,"-0.069",138.588
"13",13,"-3.701",36.258
"14",141,"-3.496",79.918
"15",15,"-0.274",81.22
"16",16,"-0.48",123.646
"17",17,"-1.234",56.751
"18",18,"-1.028",106.991
"19",19,"-1.439",100.754
"20",20,"-1.508",149.212
