"","X","tss","roc"
"1",1,"0.945609756097561",0.995875609756098
"2",26,"LQ",2.5
"3",3,"-1.755",81.308
"4",4,"-7.767",84.642
"5",5,"-6.362",20.711
"6",6,"-5.748",50.724
"7",7,"-4.651",59.807
"8",8,"-2.896",103.028
"9",9,"-1.799",17.42
"10",10,"-5.178",22.817
"11",11,"-1.624",28.521
"12",12,"-5.178",37.078
"13",13,"-10.136",30.32
"14",14,"-9.829",98.991
"15",15,"-6.582",55.946
"16",16,"-9.961",55.463
"17",17,"-4.037",26.678
"18",18,"-3.115",55.638
"19",19,"-5.704",53.752
"20",20,"-5.265",82.931
