"","X","tss","roc"
"1",1,"0.793292028985507",0.956023143115942
"2",5,"LQHP",0.5
"3",3,"-56.165",-50.412
"4",4,"-72.861",-65.602
"5",51,"-33.675",-28.464
"6",6,"-47.751",-42.55
"7",7,"-49.749",-44.598
"8",8,"-65.09",-58.163
"9",9,"-31.496",-25.552
"10",10,"-49.116",-43.855
"11",11,"-48.464",-42.972
"12",12,"-63.484",-56.596
"13",13,"-36.878",-30.914
"14",14,"-58.363",-52.972
"15",15,"-54.066",-48.363
"16",16,"-73.153",-65.964
"17",17,"-48.584",-43.494
"18",18,"-58.233",-50.934
"19",19,"-61.195",-52.681
"20",20,"-77.028",-69.558
