"","X","tss","roc"
"1",1,"0.606766666666667",0.874658333333333
"2",32,"LQ",3
"3",3,"-8.376",27.322
"4",4,"-11.637",38.059
"5",5,"-3.396",17.466
"6",6,"-5.821",21.759
"7",7,"-5.804",26.728
"8",8,"-10.152",36.936
"9",9,"-3.569",14.071
"10",10,"-5.179",20.882
"11",11,"-6.495",20.021
"12",12,"-9.566",27.675
"13",13,"-5.159",18.308
"14",14,"-9.765",30.997
"15",15,"-7.215",25.332
"16",16,"-11.858",42.418
"17",17,"-5.807",21.926
"18",18,"-7.637",33.501
"19",19,"-7.714",33.69
"20",20,"-12.126",50.667
