"","X","tss","roc"
"1",1,"0.714951851851852",0.921977777777778
"2",38,"LQ",3.5
"3",3,"-12.242",51.768
"4",4,"-13.91",92.226
"5",5,"-5.564",28.222
"6",6,"-8.925",45.686
"7",7,"-10.223",55.027
"8",8,"-15.935",75.906
"9",9,"-5.15",31.735
"10",10,"-7.699",47.115
"11",11,"-8.252",47.696
"12",12,"-11.614",75.875
"13",13,"-9.078",26.918
"14",14,"-14.894",57.693
"15",15,"-10.58",40.811
"16",16,"-16.138",96.552
"17",17,"-8.792",44.862
"18",18,"-11.471",62.499
"19",19,"-11.297",66.197
"20",20,"-16.736",114.915
