"","X","tss","roc"
"1",1,"0.9715",0.994940909090909
"2",28,"LQH",2.5
"3",3,"-23.511",-21.525
"4",4,"-50.722",-50
"5",5,"-15.162",1.579
"6",6,"-30.866",-28.655
"7",7,"-39.17",-37.5
"8",8,"-46.525",-42.599
"9",9,"-17.013",-15.975
"10",10,"-31.498",-29.197
"11",11,"-33.529",-30.641
"12",12,"-51.173",-48.33
"13",13,"-22.744",-22.067
"14",14,"-41.561",-41.155
"15",15,"-34.792",-33.935
"16",16,"-48.15",-47.383
"17",17,"-35.334",-35.153
"18",18,"-43.412",-43.051
"19",19,"-43.366",-43.141
"20",20,"-60.74",-60.379
