"","X","tss","roc"
"1",1,"0.676058823529412",0.902604411764706
"2",48,"LQHPT",4
"3",3,"-15.471",27.29
"4",4,"-20.786",39.993
"5",5,"-9.219",7.256
"6",6,"-12.555",17.944
"7",7,"-14.12",20.05
"8",8,"-19.058",32.424
"9",9,"-7.345",12.6
"10",10,"-10.894",22.291
"11",11,"-12.349",21.93
"12",12,"-18.584",32.89
"13",13,"-10.603",15.316
"14",14,"-16.063",38.404
"15",15,"-14.092",27.977
"16",16,"-20.239",51.151
"17",17,"-11.297",21.091
"18",18,"-15.308",39.316
"19",19,"-16.251",41.141
"20",20,"-21.88",55.974
