"","X","tss","roc"
"1",1,"0.844076923076923",0.962317948717949
"2",44,"LQ",4
"3",3,"-59.562",34.336
"4",4,"-89.155",-7.486
"5",5,"-17.791",28.498
"6",6,"-30.511",20.181
"7",7,"-47.899",-11.953
"8",8,"-79.706",14.935
"9",9,"-23.088",-0.126
"10",10,"-47.521",-16.922
"11",11,"-48.905",-21.666
"12",12,"-90.287",-41.784
"13",13,"-31.983",-1.283
"14",14,"-85.934",-30.033
"15",15,"-60.858",17.74
"16",16,"-96.251",-6.278
"17",17,"-42.061",-11.5
"18",18,"-71.427",-21.578
"19",19,"-77.982",-26.875
"20",20,"-98.251",63.991
